pm,src,dst
4524,98732398,151402291
4525,151402291,98732398
4526,98732398,101019648
4527,6738487662,98732397
4528,98728208,98722463
3733,98727994,98727996
9960,339823935,150760768
3639,93875884,985917237
3734,98741613,50045873
4529,4640732586,50045902
3735,2954907082,353299296
4530,50043308,581287911
4531,344869681,344869679
4532,151402644,344869681
4533,50043299,50042350
4534,151402779,344869658
4535,50045902,4640732586
4536,93876621,4826704010
4537,3451117637,2891563648
3595,151402285,151402289
4538,1016578248,98722511
4539,98722509,98722508
3767,93862636,50045890
4540,93862642,93862643
3708,51931640,51422521
10218,93887962,2436859030
10219,98722371,98722320
10220,339410610,93887766
10221,98722358,339410593
3413,98727885,8398453282
3412,32604462,98727478
10212,1140217847,2277540734
9914,150760350,150760666
10195,150760685,1140217797
6983,2277540701,98723334
10012,3507618698,4777894121
10153,2542469034,5633301672
4543,2904739381,3321769701
10154,50042007,5633367011
4545,5633367011,50042007
4546,26235024,32121676
4548,26235008,26235007
4549,26234997,26234999
4550,26234767,26204757
4551,26202146,26204757
4552,26204757,26202146
4553,26202085,26202132
4554,2476977553,2422159136
9882,26233682,3771895860
4556,26231382,26202178
3408,25687287,5924972879
4557,5924972879,25687287
4558,26204788,26204784
4559,26204784,26205037
3829,26204788,31416718
4560,26204784,2502789779
4561,26205029,26204784
4562,26205029,26204784
3824,26205029,26202603
3825,3771895860,26233701
4563,26233686,25549871
4564,2631395321,25905621
3596,25904571,2631395322
4565,25904621,26202602
4566,26202413,26202606
4567,25687289,26202857
4568,25687289,26202857
4569,26201960,26201969
3588,50043299,50042350
3589,32201188,418075483
4570,26235016,32201404
10165,5633301672,2542469034
10166,26235075,26235077
3737,1080044830,26204788
4572,1080044830,1080044995
4573,1080044830,1080044995
4574,25904530,2542462591
4575,25904538,307966758
4576,25687309,25904536
3738,414253834,307966886
4577,307966806,25904531
4578,414253861,2095717330
4579,307966840,414253832
4580,60106186,25911300
4581,25904516,6633284363
4582,307967316,25911323
7024,1984004503,1984004538
9915,25549899,1080044830
9916,1984004503,1984004538
9919,1080044830,26204788
9918,1984004503,1984004538
4585,47954357,354928347
4586,442628204,25908512
4587,442628292,25908512
4588,31413993,444331097
4589,2263339357,25908486
4590,6935396492,3613373054
4591,6935396492,3613373054
4592,3156752478,3867879896
4593,354928994,1137181133
4594,25908582,25908580
4595,3321769948,3867879865
4596,31415086,25549899
4597,31413657,25549899
10032,26205117,2424954620
4598,2484924945,1245898573
4599,2484924966,1137181079
4600,2484924975,1254095914
4601,3424196656,1137181131
4602,3424196656,1137181131
4603,1080044966,26207168
4604,26207181,26207025
4605,47954379,26207060
4606,31413657,26207060
4607,31413657,26207060
4608,2587373611,31462825
4609,354933099,31462950
4610,137447861,137447862
4611,31462825,31462826
4612,354935282,354933099
4613,31462826,137450257
4614,31462826,31462827
4615,6821134427,55971051
4616,55971054,55970443
4617,25908486,444332281
4618,55971272,55967432
4619,268514296,55968516
4620,4124554298,55968516
4621,55967024,2095715870
4622,268517092,55967026
3591,55967026,55967027
3592,55967026,55967027
10033,26207389,2531564996
7142,26207025,26205118
7141,26205116,26205117
4623,143664074,143668856
3739,143664076,7310111388
3740,29596774,7310111388
4624,29596776,1829659982
3741,143755167,143763248
4625,143763248,143763245
4626,143755803,143758378
3474,143687415,143755803
4627,21473274,8478944009
4628,149135869,149135429
4629,21473278,149149392
4630,21473278,149149392
4631,8643078594,21473278
4632,143768021,8643078594
4633,149026324,1492770556
4634,148892380,149026652
4635,3470099173,149138280
4636,149142319,149026944
4637,149134784,149026079
3398,149026323,149156630
3399,3645134994,149134784
3400,149152276,149135425
4638,149154266,3645135004
9968,143755803,143687415
4639,2905360647,149152712
10040,149151218,3645135021
10039,149151679,149151999
4640,149151752,149151999
4641,143767560,7494669057
4642,102186290,119815323
4643,119815320,143981319
3689,149135425,149134784
3690,143758899,143762813
4644,143755221,8553471567
4645,8461046035,143759289
10041,149026079,148892437
4647,149135426,149135425
10042,148892437,149022235
10045,149131192,149022225
10047,149022190,149022225
4648,149022184,148892095
4649,6336187125,148892440
4650,29596778,1829659976
3525,27512858,149184593
3526,27512858,149184593
4651,27512859,27512860
4652,27512859,27512860
4653,60015592,60015591
4654,27509102,143656433
3501,60015591,1537861047
3502,60015591,1537861047
3503,63635895,63640175
3504,1537861047,1999704839
4655,1999704839,1537861047
4656,6140940453,1537869524
4657,6140940455,6140940453
4658,25531681,435745916
4659,25531692,25531694
4661,149217257,149224155
4662,149224157,149235724
4663,149218224,150338722
4664,149140123,149217960
4665,150341881,1492770483
4666,150341881,149217960
4667,149229866,149228346
4668,149228346,149229866
4669,3470094576,149205756
4670,355637101,25927232
4671,327564300,149227787
3414,21473229,2284775487
3415,109902663,2166869430
3416,27512911,25927321
4672,2166903321,149230784
4673,150362670,149233812
4674,149235827,1492770446
4675,98965342,25927389
4676,25531666,149235247
4677,149235247,25531666
4678,25531176,25531664
3442,149191868,149223213
4679,355637101,25927232
4680,355637101,25927232
3443,355637101,25927232
4681,149217960,149140126
4682,1537861047,27509101
4683,143657998,143659340
4684,60015591,343825354
4685,25531674,25531673
4686,29596137,29596138
4687,149022134,149022184
7077,149205756,149205585
7060,149191465,149204669
7061,149207563,149204669
7078,355637101,25927232
5414,26231018,26231105
5415,26202149,26202150
5416,4730412109,26202147
5417,26202186,26202187
5418,2604778566,31463968
5419,26202322,26202351
3677,25904644,26202591
5420,26204368,25904645
3485,26205118,26204368
5421,26232932,26232391
5430,26233250,25587448
5434,2566251647,25904643
5435,25920354,26204368
5436,26202591,162105282
5437,26202148,5924972879
4555,5924972879,26202148
10187,25587451,2604778566
10184,26202188,26202319
10182,4256853916,2604815518
10186,4256853916,2604815518
3448,98984109,98984112
5505,102221207,98984108
5506,98984108,102221207
5507,1731694101,98984109
10470,3167891787,98983151
5592,102505416,102580085
5593,102519220,102518637
5594,102519220,102508730
5595,102509276,102518861
5596,102508730,102519220
5597,102518637,102519220
5598,119830210,119805488
5599,119805488,8576777457
3773,4903005904,5893766289
5600,119807939,102188265
5601,5893766167,102188262
5602,119804463,102188262
5603,5893766150,5893766135
5604,5893766289,4903005904
5605,5893765853,102188265
5620,102505414,102505416
5621,102518457,102519220
3662,102512463,102508730
3417,26483368,26471902
3418,21777224,318893166
4688,26495462,26495465
4689,21777259,26483380
4690,26483376,26471896
4691,3447255370,26471894
4692,21777570,21777415
4693,26480828,365886540
4695,26482447,315523797
4696,315523882,350310787
3444,350310709,1439291669
10038,388087148,315239557
10648,26471896,21777415
3476,1020402960,26472147
3477,26472001,21759692
3478,318914928,21759695
4697,26471772,1504976876
4698,255458783,26482437
4699,26471800,26471770
4700,1504976877,26471770
4701,318893170,26471772
9970,26483360,26483371
9971,26483360,26483371
9972,26471902,26483368
10649,21777259,26483380
10650,21777259,26483380
10682,8613578790,8613578816
10658,26471894,1275065548
4707,21951386,21951394
4708,21951334,26480872
4709,21951334,26480872
4710,1634750478,1007406273
4711,25581214,1007406274
4712,26472151,26472150
4713,318917418,26213270
4714,26213266,26213268
4715,3835537286,347280274
4716,48752959,21953989
4717,21953805,26213241
4718,21734290,21951394
3401,390826846,21953783
10065,26483371,350309694
3402,102320031,102320034
5744,102330097,102330098
5745,1338428105,102323724
5746,102320034,1137204068
5747,25924932,25924922
5748,3167891811,3405715871
5749,7978149668,102294578
5750,1137204065,1137204068
5751,6861422016,102291414
5752,3317821955,2421410305
5753,102331756,102330095
5754,102331886,102331864
9925,102331886,102329292
9896,25549920,25921961
9897,102332163,25924867
5755,81480097,353300841
5756,2954907082,353299296
5757,81480097,353300841
5760,5633367841,4640732577
5759,93857553,50679360
7097,4640732577,5633367841
10155,2904739381,3321769701
3678,1944418845,150865971
4719,21473145,339984071
4720,150865964,150865971
4721,150866028,150866124
4722,150866140,344863077
4723,150865964,150866140
6912,344862987,344863154
4725,344863005,51419174
4726,153059174,51419174
4727,51418379,51419163
4728,51415853,51415861
4729,344856275,51932719
4730,353230297,344863152
4731,353229909,353230079
4732,353230267,353229872
4733,353229983,1983544189
4734,353300841,1983545095
9883,2046035647,26231159
9884,3993311370,26231279
9887,26231279,26231297
9886,21473145,339984071
9906,26231382,50040824
4737,150866006,150866083
4738,150866006,150866112
9905,150866083,2008332020
9904,2008332020,2008329576
9903,26231297,2008332020
9913,344863115,344863140
9912,344863153,344863134
9911,150866195,150866232
9910,150865964,1474148532
9898,344863155,353229959
9899,353229909,353230079
9900,353229931,353230301
9975,2008337244,2008329631
9974,2008332020,2008329576
9973,2008329575,150866069
9976,50041613,2008329575
